"","anon_id","consent","age","year","gender","int_student","esl","e_exp","e_lvl","URM","p_education","m_education","par_rel","fin_support","ses","grant","soc_med","hw_time","transfer"
"321",187671,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","80","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He left school before he graduated from high school","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do qualify for a Pell Grant","0","4","No"
"322",652357,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Middle Eastern or West Asian","He attended some college, but left before he earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","20","No"
"323",543411,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She left school when she graduated from high school (or GED)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","25","No"
"324",357577,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","80%","1 - I am confident reading simple information in English (e.g., signs and instructions)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Divorced","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","Decline to answer","Decline to answer","2","21","No"
"325",323214,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Black or African American","He left when he graduated from high school (or GED)","She left school when she graduated from high school (or GED)","Together","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for some of high school","I don't know if I qualify for a Pell Grant","180","28","No"
"326",244223,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","99","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","470","25","No"
"327",143458,"I have read this information sheet form, I consent to participate in this study.","21","Senior - 4th year","Man","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","1.33","4.33","No"
"328",324553,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Mixed Race","He left when he graduated from high school (or GED)","She earned a 4-year degree","Separated","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","270","10","No"
"329",425200,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","92","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","420","28","No"
"330",109338,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","92","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a 4-year degree","She left school when she graduated from high school (or GED)","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","Decline to answer","I don't know if I qualify for a Pell Grant","60","14","No"
"331",873291,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","99","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Separated","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","30","48","No"
"332",700506,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","45","40","No"
"333",832756,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Other","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Black or African American","I don't know","She earned a 4-year degree","Separated","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","42","No"
"334",878864,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","60","6","No"
"335",242493,"","18","Freshman - 1st year","Man","No, I am not an international student","English is not my first language","80","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","35","50","No"
"336",863924,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","10","No"
"337",749976,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","No, I am not an international student","English is my first language","92","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Pacific Islander","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","4","No"
"338",282845,"","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","80","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","I decline to answer","Decline to answer","I decline to answer","I decline to answer","I decline to answer","I don't know if I qualified for a 'free or reduced cost lunch' program","Decline to answer","15","24","Yes"
"339",893307,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","98","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Caucasian,Mixed Race","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","20","No"
"340",422809,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian","He earned a 4-year degree","She earned a 4-year degree","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","60","7.2","No"
"341",589905,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Non-binary or Genderqueer","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I don't know if I qualify for a Pell Grant","240","12","No"
"342",165680,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","240","10.5","No"
"343",678041,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","Yes, I am an international student","English is not my first language","50","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","10","No"
"344",100915,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","240","6","No"
"345",738332,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","Decline to answer","I decline to answer","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","16","No"
"346",957708,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","23","No"
"347",215621,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","85","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","32","No"
"348",600034,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","70","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian","He earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","30","6","No"
"349",624947,"I have read this information sheet form, I consent to participate in this study.","19","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Black or African American","He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","30","7","Yes"
"350",392325,"I have read this information sheet form, I consent to participate in this study.","21","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","80","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a 4-year degree","She earned a 4-year degree","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","10","14","No"
"351",550977,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","85","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left when he graduated from high school (or GED)","She left school before she graduated from high school","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","240","42","No"
"352",356382,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","90","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","Hispanic or Latino","He earned a 4-year degree","She left school when she graduated from high school (or GED)","Separated","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I don't know if I qualify for a Pell Grant","360","35","No"
"353",752695,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","I decline to answer","90","3 - I am confident reading moderate books in English (e.g., young adult fiction)","North or Central Asian","I don't know","She left school when she graduated from high school (or GED)","Divorced","4- Some support (e.g. Bills but not housing or small monthly allowance)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","600","25","No"
"354",785013,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","No, I am not an international student","English is my first language","99","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Divorced","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","90","22","No"
"355",664851,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He attended some college, but left before he earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","50","No"
"356",930504,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","Yes, I am an international student","English is not my first language","99","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Mixed Race","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","60","10","No"
"357",149203,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He left school before he graduated from high school","She left school before she graduated from high school","Separated","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","14","No"
"358",427397,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Non-binary or Genderqueer","No, I am not an international student","English is my first language","97%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","I don't know","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","180","12","No"
"359",117848,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian,Pacific Islander","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","120","8","No"
"360",863598,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","60","8.4","No"
"361",522922,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100%","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","I don't know","I don't know","Separated","4- Some support (e.g. Bills but not housing or small monthly allowance)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","100","600","No"
"362",714184,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","South Asian,Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","200","18","No"
"363",496293,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Mixed Race","He left when he graduated from high school (or GED)","She left school when she graduated from high school (or GED)","Divorced","4- Some support (e.g. Bills but not housing or small monthly allowance)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","12","No"
"364",298091,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Black or African American,Hispanic or Latino,Mixed Race","I don't know","She attended some college, but left before she earned a 4-year degree","Single","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","90","15","No"
"365",849990,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","South Asian","He left school before he graduated from high school","She left school before she graduated from high school","Together","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","9.33","No"
"366",502302,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Divorced","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","60","40","No"
"367",179184,"I have read this information sheet form, I consent to participate in this study.","18","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","240","10","No"
"368",877146,"I have read this information sheet form, I consent to participate in this study.","21","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","65","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She left school when she graduated from high school (or GED)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","400","2.6","No"
"369",416172,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","70","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He left when he graduated from high school (or GED)","She left school when she graduated from high school (or GED)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for some of high school","I do qualify for a Pell Grant","60","40","No"
"370",488889,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","50","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","300","21","No"
"371",660431,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","7","No"
"372",689023,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","90","5","No"
"373",787036,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She left school when she graduated from high school (or GED)","Divorced","1- No support","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","60","35","No"
"374",700441,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Non-binary or Genderqueer","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left when he graduated from high school (or GED)","She attended some college, but left before she earned a 4-year degree","Divorced","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","90","8","No"
"375",193857,"I have read this information sheet form, I consent to participate in this study.","20","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","56.25","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","I decline to answer","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","11","No"
"376",243610,"I have read this information sheet form, I consent to participate in this study.","20","Freshman - 1st year","Woman","Yes, I am an international student","English is not my first language","50","3 - I am confident reading moderate books in English (e.g., young adult fiction)","North or Central Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","60","50","No"
"377",135727,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a 4-year degree","I don't know","Divorced","1- No support","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","50","5","No"
"378",967176,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","80","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","600","No"
"379",741913,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","85","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Pacific Islander","He attended some college, but left before he earned a 4-year degree","She left school when she graduated from high school (or GED)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","120","6.5","No"
"380",646241,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","Yes, I am an international student","English is not my first language","35","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","30","No"
"381",789124,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Other","No, I am not an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Divorced","4- Some support (e.g. Bills but not housing or small monthly allowance)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","50","42","No"
"382",319559,"","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Hispanic or Latino","He left school before he graduated from high school","She earned a 4-year degree","Together","4- Some support (e.g. Bills but not housing or small monthly allowance)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do qualify for a Pell Grant","65","40","No"
"383",479550,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","20","No"
"384",370790,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","15","30","No"
"385",992103,"I have read this information sheet form, I consent to participate in this study.","22","Senior - 5th+ year","Man","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He left when he graduated from high school (or GED)","She never attended school","Separated","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","60","20","Yes"
"386",202048,"I have read this information sheet form, I consent to participate in this study.","19","Junior - 3rd year","Man","No, I am not an international student","English is my first language","99","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","240","12","Yes"
