Student,ID,SIS User ID,anon_id,SIS Login ID,Section,Syllabus FAQ Video (965983),Collaboration vs Cheating (965972),PsycLearn 1 (966004),PsycLearn 2 (966009),VW.RS.i Research Summary Intro (965978),VW: Null and Research Hypotheses (965991),PsycLearn 5 (966012),VW: Variables (965988),VW:RS1 (Video Worksheet - Research Summary 1 - Hangry) (965979),PsycLearn 7 (966014),VW: Correlation coefficients (965975),VW: Reliabilty and Validity (965986),VW.RS.2 (Video Worksheet - Research Summary 2 - Conversations with Strangers) (965995),VW.RS.3 (Video Worksheet - Research Summary 3 - Vocal Fry) (965976),VW: Verbs (965987),PsycLearn 8 (966015),VW: Construct Validity (Method Match and Circular Reasoning) (965971),VW:CT.i Video Worksheet - Critical Thinking - Intro (965977),VW:CT1 (Video Worksheet- Critical Thinking 1 - ADHD) (965967),VW:CT2 (Video worksheet- Critical Thinking 2 - VizualEdge) (965969),VW:CT3 (Video Worksheet- Critical Thinking 3 - DHA) (965968),VW:CT4 (Video Worksheet- Critical Thinking 4 - Verbal Advantage) (965984),PsycLearn 9 (966016),VW: Threats to internal validity (965989),PsycLearn 10 (966005),VW: Hypothesis Review (965973),Tell us! Show us! 1 (966017),PsycLearn 3 (966010),VW: Summarize the findings (965990),PsycLearn 4 (966011),VW: Distinguishing fact from opinion (965992),PsycLearn 6 (966013),VW: Sampling (965982),VW: Interpreting results (965994),PsycLearn 11 (966006),VW: Factorial Design (965970),VW: Which statistic? (965985),VW: Interpret inferential statistics (965974),PsycLearn 12 (966007),VW: Validity Review (965981),PsycLearn 13 (966008),Tell Us! Show Us! 2 (966018),iClicker Grade (966003),Unit 1 Lecture 3 (1008394),Exam 1 (965996),Exam 2 (965997),Exam 3 (965998),Exam 4 (965999),Exam 5 (966000),Final Exam (966002),Exam Corrections  (966001),Mini Personality Inventory (965980),Demographics (965993),Points (1034609),Prep+Participation (up to 250 points) Current Points,Prep+Participation (up to 250 points) Final Points,Prep+Participation (up to 250 points) Current Score,Prep+Participation (up to 250 points) Unposted Current Score,Prep+Participation (up to 250 points) Final Score,Prep+Participation (up to 250 points) Unposted Final Score,Exams Current Points,Exams Final Points,Exams Current Score,Exams Unposted Current Score,Exams Final Score,Exams Unposted Final Score,Extra Credit Current Points,Extra Credit Final Points,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Grade Calculation Current Points,Grade Calculation Final Points,Grade Calculation Current Score,Grade Calculation Unposted Current Score,Grade Calculation Final Score,Grade Calculation Unposted Final Score,Current Points,Final Points,Current Score,Unposted Current Score,Final Score,Unposted Final Score
redacted,redacted,redacted,324135,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,0,0,2,20,2.67,3.5,4,4,3.5,3.88,20,1,19.05,1,,20,0,20,0,20,0,0,8.57,0,0,0,20,0,20,0,12,0,117.5,121,114.5,104.5,120.75,0,0,5,5,838.25,313.91,313.91,77.7,77.7,75.82,75.82,578.25,578.25,77.1,77.1,77.1,77.1,10,10,66.67,66.67,66.67,66.67,0,0,,,,,902.16,902.16,77.17,77.17,76.52,76.52
redacted,redacted,redacted,289163,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,3.5,20,2,4.75,20,0,0,0,0,0,20,1.33,0,0,0,0,0,20,0,20,0,,20,0,20,0,18.95,1.5,0,20,0,0,0,,0,,0,,4,118.75,120.75,129.25,123,127,0,5,5,5,883.75,250.53,250.53,80.3,80.3,60.51,60.51,618.75,618.75,82.5,82.5,82.5,82.5,15,15,100,100,100,100,0,0,,,,,884.28,884.28,82.11,82.11,75,75
redacted,redacted,redacted,548019,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,12,2,4.5,20,2,1.5,4.25,4.5,2,20,2.67,4,4,4,4,3.88,20,1.5,,1,10,,1.67,,2,,2,2,20,0.67,0,0,,0,,0,44,4,110.25,138.5,130.75,114.5,124.75,105,0,5,5,878.75,262.63,262.63,89.33,89.33,63.44,63.44,618.75,618.75,82.5,82.5,82.5,82.5,10,10,66.67,66.67,66.67,66.67,0,0,,,,,891.38,891.38,84.17,84.17,75.6,75.6
redacted,redacted,redacted,447538,redacted,PSC 041 002 WQ 2023,6.5,3.5,20,20,0,0,19.2,0,0,20,2,1.5,0,0,0,20,0,0,0,0,0,0,20,2,20,1,,20,2,20,2,20,2,2,20,0,0,1,20,1,,0,8,4,132.75,128.75,143.25,131.75,143.5,0,5,0,5,940,277.7,277.7,72.32,72.32,67.08,67.08,680,680,90.67,90.67,90.67,90.67,10,10,66.67,66.67,66.67,66.67,0,0,,,,,967.7,967.7,84.22,84.22,82.08,82.08
redacted,redacted,redacted,808560,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,3.88,20,2,20,1,10,,0,,0,20,2,0,,0,0,0,,0,,0,28,4,102.5,116.25,128.25,128,118.25,108,5,5,5,858.25,269.63,269.63,85.87,85.87,65.13,65.13,598.75,598.75,79.83,79.83,79.83,79.83,15,15,100,100,100,100,0,0,,,,,883.38,883.38,81.87,81.87,74.93,74.93
redacted,redacted,redacted,761526,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,19.17,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,,1,,20,2,20,2,,0,2,20,1,1,0.92,20,1,18.33,0,48,4,108.5,122.75,131.75,121,126,108,0,5,5,870,345.42,345.42,94.89,94.89,83.43,83.43,610,610,81.33,81.33,81.33,81.33,10,10,66.67,66.67,66.67,66.67,0,0,,,,,965.42,965.42,85.51,85.51,81.88,81.88
redacted,redacted,redacted,766313,redacted,PSC 041 001 WQ 2023,6.5,4,20,18.82,4,4,20,2,4.75,20,2,1.5,4.75,4.25,2,20,3,4,4,4,4,4,20,1.5,20,1,,20,2,20,2,3.16,2,2,3.43,1,1,0.58,2.31,1,,0,32,4,80,84.75,121,125,129.5,96,4.8,5,5,805.05,300.55,300.55,78.27,78.27,72.6,72.6,556.25,556.25,74.17,74.17,74.17,74.17,14.8,14.8,98.67,98.67,98.67,98.67,0,0,,,,,871.6,871.6,75.86,75.86,73.93,73.93
redacted,redacted,redacted,919451,redacted,PSC 041 002 WQ 2023,6.5,3.5,,,3.75,4,1.6,1.5,4.5,20,2,1.5,4.75,4.25,2,20,3,3.33,4,4,4,4,7.62,2,,1,,,2,20,2,20,2,2,2.86,1,1,1,,1,,0,32,0,91,109.5,118.5,124.5,0,108,5,5,5,658.16,199.66,199.66,70.3,70.3,48.23,48.23,551.5,551.5,73.53,73.53,73.53,73.53,15,15,100,100,100,100,0,0,,,,,766.16,766.16,73.04,73.04,64.98,64.98
redacted,redacted,redacted,972609,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,10,20,2,20,2,20,2,2,20,1,1,1,20,1,20,9.5,52,4,49.5,118.75,108.5,115.5,118.5,75,4.8,5,5,775.55,413.5,413.5,99.88,99.88,99.88,99.88,536.25,536.25,71.5,71.5,71.5,71.5,14.8,14.8,98.67,98.67,98.67,98.67,0,0,,,,,964.55,964.55,81.81,81.81,81.81,81.81
redacted,redacted,redacted,861958,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,3.67,4,19.2,2,4.25,20,2,1.5,4.75,4.25,2,20,2.83,4,4,4,4,4,20,2,20,1,,5.71,2,20,0,5.26,1.5,0,,1,0,0,20,0,20,0,32,4,119,109.25,127.25,136,119.75,0,4.9,5,5,876.15,315.43,315.43,82.14,82.14,76.19,76.19,611.25,611.25,81.5,81.5,81.5,81.5,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,941.58,941.58,81.95,81.95,79.86,79.86
redacted,redacted,redacted,411906,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.21,4.5,2,20,3,1.83,1,1,0,1,20,2,20,1,,20,0,14.07,0,20,0,0,20,0,0,0,20,0,,0,40,3.8,123.5,139.5,135,134.5,134,0,0,5,5,926.5,327.92,327.92,85.4,85.4,79.21,79.21,666.5,666.5,88.87,88.87,88.87,88.87,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1004.42,1004.42,87.42,87.42,85.19,85.19
redacted,redacted,redacted,925742,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,0,0,2.4,2,0,17.5,2,1.5,4.29,0,2,4.35,3,4,0,0,0,3.38,1.9,1.5,20,0,,10.6,2,17.04,2,5.2,2,2,14.86,0.33,0,0,,1,20,10,40,3.46,112.75,137,126,139.75,123.5,120,0,0,5,894,250.81,250.81,65.31,65.31,60.58,60.58,646.25,646.25,86.17,86.17,86.17,86.17,5,5,33.33,33.33,33.33,33.33,0,0,,,,,902.06,902.06,78.51,78.51,76.51,76.51
redacted,redacted,redacted,819135,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,3.67,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,,1,,0,52,4,136,148.75,131.25,142.5,145.5,0,5,5,5,969,353.67,353.67,97.16,97.16,85.43,85.43,704,704,93.87,93.87,93.87,93.87,15,15,100,100,100,100,0,0,,,,,1072.67,1072.67,95.01,95.01,90.98,90.98
redacted,redacted,redacted,891202,redacted,PSC 041 001 WQ 2023,6.17,4,20,20,4,4,20,2,4,20,2,1.5,4.75,4.21,2,20,2.83,3.17,4,4,4,4,20,2,20,1,,20,2,20,2,20,1.5,2,20,0.67,0,0,,0,,0,16,4,129,140.25,137.75,142,140.5,0,4.9,5,5,954.4,311.79,311.79,85.66,85.66,75.31,75.31,689.5,689.5,91.93,91.93,91.93,91.93,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,1016.19,1016.19,90.01,90.01,86.19,86.19
redacted,redacted,redacted,603399,redacted,PSC 041 001 WQ 2023,6.5,4,20,18.82,4,4,20,1.5,4.75,20,2,1.5,3.94,3.08,2,20,3,4,4,4,4,4,20,1,20,0.83,10,20,1.67,20,2,20,1.5,1.5,20,0.33,0.5,1,20,0.5,20,10,36,3.15,97,81.75,91.25,97,84,0,0,5,5,711,389.08,389.08,93.98,93.98,93.98,93.98,451,451,60.13,60.13,60.13,60.13,10,10,66.67,66.67,66.67,66.67,0,0,,,,,850.08,850.08,72.1,72.1,72.1,72.1
redacted,redacted,redacted,191876,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,2.83,4,4,4,4,3.88,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,0,,0,48,4,127.5,146.75,132.75,144,133.5,0,5,5,5,949.5,368.71,368.71,96.02,96.02,89.06,89.06,684.5,684.5,91.27,91.27,91.27,91.27,15,15,100,100,100,100,0,0,,,,,1068.21,1068.21,92.97,92.97,90.6,90.6
redacted,redacted,redacted,857405,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,13.6,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,13.57,2,19.26,0,12.63,2,2,,0,0,0,,0,,0,4,4,0,76.5,112.5,101.75,114,93,0,5,5,664.75,259.06,259.06,75.31,75.31,62.58,62.58,497.75,497.75,66.37,66.37,66.37,66.37,10,10,66.67,66.67,66.67,66.67,0,0,,,,,766.81,766.81,69.14,69.14,65.04,65.04
redacted,redacted,redacted,375253,redacted,PSC 041 002 WQ 2023,6.5,4,19.09,20,4,4,20,1.75,4.75,20,2,1,0.88,0,2,19.13,3,1.08,3,0,0,0,19.05,1.5,18.1,0.83,,18.57,1.33,20,0,17.89,2,1.25,16.57,0,0,0,,0,,0,16,3.27,106.75,108.5,121,127,0,0,0,5,5,723.25,272.55,272.55,74.88,74.88,65.83,65.83,463.25,463.25,61.77,61.77,61.77,61.77,10,10,66.67,66.67,66.67,66.67,0,0,,,,,745.8,745.8,66.06,66.06,63.26,63.26
redacted,redacted,redacted,193857,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,3.67,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,18.95,2,2,,1,1,1,,1,,0,28,4,113.5,116.25,126.75,119.5,137.5,114,0,5,5,873.5,308.61,308.61,89.71,89.71,74.54,74.54,614,614,81.87,81.87,81.87,81.87,10,10,66.67,66.67,66.67,66.67,0,0,,,,,932.61,932.61,84.1,84.1,79.1,79.1
redacted,redacted,redacted,935965,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,13.14,1,1,1,,0,,0,52,4,111.5,110.75,127,95.5,126.5,111,0,5,5,831.25,346.14,346.14,95.09,95.09,83.61,83.61,586.75,586.75,78.23,78.23,78.23,78.23,10,10,66.67,66.67,66.67,66.67,0,0,,,,,942.89,942.89,83.52,83.52,79.97,79.97
redacted,redacted,redacted,907662,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,3.5,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,32,4,85.5,101,103.75,84.5,116.5,60,0,5,5,750.25,373.5,373.5,92.45,92.45,90.22,90.22,491.25,491.25,65.5,65.5,65.5,65.5,10,10,66.67,66.67,66.67,66.67,0,0,,,,,874.75,874.75,74.83,74.83,74.19,74.19
redacted,redacted,redacted,859374,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,1.5,4.75,20,0,0,0,0,0,20,0,0,0,0,0,0,17.14,1.5,20,0,,20,0,20,0,20,0,0,20,0,0,0,0.77,0,,0,8,3.9,133,122.5,131,136,147.5,0,5,5,5,934,256.06,256.06,66.68,66.68,61.85,61.85,670,670,89.33,89.33,89.33,89.33,15,15,100,100,100,100,0,0,,,,,941.06,941.06,81.9,81.9,79.82,79.82
redacted,redacted,redacted,936964,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,19.13,3,4,4,4,4,3.88,19.05,2,19.05,1,10,20,2,20,2,20,2,2,20,1,1,1,19.23,1,20,9,52,4,83,123.75,128,115.75,122,123,4.3,5,5,835.8,409.33,409.33,98.87,98.87,98.87,98.87,612.5,612.5,81.67,81.67,81.67,81.67,14.3,14.3,95.33,95.33,95.33,95.33,0,0,,,,,1036.13,1036.13,87.88,87.88,87.88,87.88
redacted,redacted,redacted,980134,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,,0,44,4,143.5,141.5,135.75,148,148,0,0,5,5,975.75,366,366,95.31,95.31,88.41,88.41,716.75,716.75,95.57,95.57,95.57,95.57,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1092.75,1092.75,95.1,95.1,92.68,92.68
redacted,redacted,redacted,711072,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,19.2,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,28,4,118.5,126.75,98.25,121,130.88,96,4.9,5,5,859.28,369.2,369.2,91.39,91.39,89.18,89.18,595.38,595.38,79.38,79.38,79.38,79.38,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,979.48,979.48,83.79,83.79,83.08,83.08
redacted,redacted,redacted,635780,redacted,PSC 041 002 WQ 2023,6.5,4,18.18,18.82,3.83,4,19.2,2,4.75,20,2,1.5,4.75,4.5,2,20,2.83,4,4,4,4,4,20,2,19.05,1,10,20,2,19.26,2,18.95,2,2,,1,0,1,,0,,0,24,4,78.5,105.5,95,107.25,91.5,75,5,5,5,742.75,307.13,307.13,86.76,86.76,74.19,74.19,477.75,477.75,63.7,63.7,63.7,63.7,15,15,100,100,100,100,0,0,,,,,799.88,799.88,71.48,71.48,67.84,67.84
redacted,redacted,redacted,530411,redacted,PSC 041 001 WQ 2023,6.17,4,20,20,4,4,20,1.75,4.25,20,1.5,1.5,0,0,2,20,2.67,4,4,3,4,3.88,20,2,20,1,,20,0,20,0,20,0,0,19.43,0,0,0,20,0,,0,36,4,145.5,139,146.25,128.5,138,141,0,5,5,956.25,333.14,333.14,86.75,86.75,80.47,80.47,709.75,709.75,94.63,94.63,94.63,94.63,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1052.89,1052.89,91.64,91.64,89.3,89.3
redacted,redacted,redacted,193776,redacted,PSC 041 001 WQ 2023,6.33,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,3.83,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,40,3.76,142,146.25,142.5,148,141.5,0,0,5,5,980.25,380.93,380.93,94.29,94.29,92.01,92.01,720.25,720.25,96.03,96.03,96.03,96.03,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1111.18,1111.18,95.05,95.05,94.25,94.25
redacted,redacted,redacted,578485,redacted,PSC 041 001 WQ 2023,6.5,0,19.09,20,4,0,20,0,0,20,2,1.5,4.7,3.71,2,20,3,3.5,4,4,3.75,3.88,20,2,20,1,,20,0,17.04,0,20,0,0,1.71,0,0,0,,0,,0,8,4,138,143.5,143.25,144,147,0,0,5,0,970.75,259.38,259.38,71.26,71.26,62.65,62.65,715.75,715.75,95.43,95.43,95.43,95.43,5,5,33.33,33.33,33.33,33.33,0,0,,,,,980.13,980.13,86.81,86.81,83.13,83.13
redacted,redacted,redacted,210273,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,2.13,4,11.2,1.75,4.75,14.17,2,1.5,4.75,4.5,2,,2.5,4,4,0,3,0,20,1,19.05,1,,20,1.33,20,2,20,0,1.75,7.43,0,0,0,,0,,0,12,3.8,110,131.25,120,96.5,133.5,0,0,5,5,846.35,246.1,246.1,71.54,71.54,59.44,59.44,591.25,591.25,78.83,78.83,78.83,78.83,10,10,66.67,66.67,66.67,66.67,0,0,,,,,847.35,847.35,76.41,76.41,71.87,71.87
redacted,redacted,redacted,215621,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,19.2,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,0,14.81,0,,0,0,,0,0,1,,1,,0,32,4,0,97.75,108.75,132.5,117,111,0,5,5,715,278.01,278.01,85.81,85.81,67.15,67.15,567,567,75.6,75.6,75.6,75.6,10,10,66.67,66.67,66.67,66.67,0,0,,,,,855.01,855.01,78.51,78.51,72.52,72.52
redacted,redacted,redacted,130380,redacted,PSC 041 001 WQ 2023,6.5,4,19.09,20,4,4,19.2,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,3,4,4,4,19.05,2,19.05,1,10,20,2,20,0,18.95,0,2,,0,1,0.75,11.54,1,20,10,16,4,92,92.25,112.5,79,110,72,4.9,5,5,749.65,338.62,338.62,85.94,85.94,81.79,81.79,485.75,485.75,64.77,64.77,64.77,64.77,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,839.27,839.27,72.41,72.41,71.19,71.19
redacted,redacted,redacted,135727,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,19.2,2,4.75,20,2,1.5,4.7,0,2,20,3,4,4,4,4,4,20,2,20,1,,20,1.33,20,2,20,2,1.25,,1,1,1,,1,,0,40,4,65.5,118.5,118.75,123,103,69,5,5,5,793.75,315.23,315.23,91.64,91.64,76.14,76.14,532.25,532.25,70.97,70.97,70.97,70.97,15,15,100,100,100,100,0,0,,,,,862.48,862.48,77.77,77.77,73.15,73.15
redacted,redacted,redacted,736790,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.5,4.5,2,20,3,4,4,4,4,3.88,20,2,20,1,,20,2,19.26,2,20,1.5,2,20,1,1,1,6.92,1,,0,24,4,135,137.25,134.75,136,135.5,0,0,5,5,938.5,331.31,331.31,86.28,86.28,80.03,80.03,678.5,678.5,90.47,90.47,90.47,90.47,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1019.81,1019.81,88.76,88.76,86.5,86.5
redacted,redacted,redacted,335736,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.08,2,20,3,4,4,4,4,4,20,2,20,1,,,0,,0,20,2,2,8,0,0,0,,0,,0,,4,0,106,121.5,128,135.5,111,0,5,5,742.58,241.58,241.58,88.82,88.82,58.35,58.35,602,602,80.27,80.27,80.27,80.27,10,10,66.67,66.67,66.67,66.67,0,0,,,,,853.58,853.58,82.31,82.31,72.4,72.4
redacted,redacted,redacted,909875,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,13.33,2,1.5,4.45,4.08,2,,3,4,4,4,4,4,19.05,1.5,6.67,1,,,2,19.26,2,20,2,2,,1,0,0,,0,20,0,20,3.4,121,131.25,126,124.25,128.5,132,5,5,5,896,255.49,255.49,78.86,78.86,61.71,61.71,642,642,85.6,85.6,85.6,85.6,15,15,100,100,100,100,0,0,,,,,912.49,912.49,83.79,83.79,77.4,77.4
redacted,redacted,redacted,664851,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,0,2,20,3,4,4,4,4,0,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,,1,,0,28,4,126.25,133.75,130,142.5,142.5,0,5,5,5,940,321.5,321.5,88.32,88.32,77.66,77.66,675,675,90,90,90,90,15,15,100,100,100,100,0,0,,,,,1011.5,1011.5,89.59,89.59,85.79,85.79
redacted,redacted,redacted,808404,redacted,PSC 041 001 WQ 2023,6.5,3.5,19.09,20,3.83,4,19.2,2,4.5,,2,1.5,4.45,3.92,2,20,2.67,0,0,1,4,0,,1.5,,0,,20,2,20,0,20,1.5,1.75,16.57,0,1,1,19.23,0,20,0,,2.27,78,132.5,0,133.5,137,120,5,5,5,746,250.98,250.98,85.95,85.95,60.62,60.62,601,601,80.13,80.13,80.13,80.13,15,15,100,100,100,100,0,0,,,,,866.98,866.98,82.02,82.02,73.54,73.54
redacted,redacted,redacted,805091,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,,0,,2,11.58,0,2,,1,1,0.83,,1,,0,24,4,98,110.25,102,102.75,139,102,4.9,5,5,816.9,253.41,253.41,83.36,83.36,61.21,61.21,556,556,74.13,74.13,74.13,74.13,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,824.31,824.31,77.11,77.11,69.92,69.92
redacted,redacted,redacted,620808,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,5,0,,0,20,2,0,,0,0,0,,0,,0,16,4,129,119.5,119.75,136.25,136,126,5,5,5,905.5,252.75,252.75,78.01,78.01,61.05,61.05,647,647,86.27,86.27,86.27,86.27,15,15,100,100,100,100,0,0,,,,,914.75,914.75,84,84,77.59,77.59
redacted,redacted,redacted,867083,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.4,3.71,2,20,3,3.5,0,0,0,0,17.14,0,,1,,20,2,17.78,2,16.84,2,2,4,0,0,0,,0,,0,4,0,0,0,69.5,78.75,0,0,0,5,0,387.37,234.12,234.12,68.06,68.06,56.55,56.55,148.25,148.25,19.77,19.77,19.77,19.77,5,5,33.33,33.33,33.33,33.33,0,0,,,,,387.37,387.37,34.93,34.93,32.86,32.86
redacted,redacted,redacted,254596,redacted,PSC 041 002 WQ 2023,6.17,3.5,20,20,4,4,20,1.25,4.5,19.17,1.5,1.5,4.29,3.46,2,19.13,2.83,4,4,4,4,4,20,1.5,20,0.17,9,20,1.67,20,2,20,1.5,1,20,0.67,1,0.92,20,1,20,10,16,3.8,98.5,104.25,109.5,58.5,112,81,0,5,5,741.75,367.51,367.51,88.77,88.77,88.77,88.77,505.25,505.25,67.37,67.37,67.37,67.37,10,10,66.67,66.67,66.67,66.67,0,0,,,,,882.76,882.76,74.87,74.87,74.87,74.87
redacted,redacted,redacted,878864,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.63,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,0,20,0,,0,0,,0,0,0,,0,,0,24,0,128,106.5,112.75,137.5,132.75,0,0,5,5,876.5,269.63,269.63,83.22,83.22,65.13,65.13,617.5,617.5,82.33,82.33,82.33,82.33,10,10,66.67,66.67,66.67,66.67,0,0,,,,,897.13,897.13,82.38,82.38,76.09,76.09
redacted,redacted,redacted,587423,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,0,0,20,0,4.5,20,2,1.5,0,0,0,20,0,0,4,4,3.75,0,20,2,20,1,,20,0,20,0,20,0,2,20,0,0,0,20,0,20,0,16,4,115.25,113.5,136.5,133,145.5,135,4.9,5,5,907.65,315.25,315.25,78.03,78.03,76.15,76.15,665.25,665.25,88.7,88.7,88.7,88.7,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,995.4,995.4,85.15,85.15,84.43,84.43
redacted,redacted,redacted,564146,redacted,PSC 041 001 WQ 2023,6.5,4,,,4,4,,1.75,4,,0,1.5,0,0,0,,0,0,0,0,0,0,,0,,0,,,0,,0,,0,0,,0,0,0,,0,,0,16,0,69.25,120.25,128.75,118,103.75,117,0,0,0,581.75,41.75,41.75,28.99,28.99,10.08,10.08,587.75,587.75,78.37,78.37,78.37,78.37,0,0,0,0,0,0,0,0,,,,,629.5,629.5,69.25,69.25,53.39,53.39
redacted,redacted,redacted,265323,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,20,1,20,0,24,4,112.25,124.75,104.5,116.75,120,129,4.9,5,5,843.15,365.75,365.75,90.53,90.53,88.35,88.35,602.75,602.75,80.37,80.37,80.37,80.37,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,983.4,983.4,84.12,84.12,83.41,83.41
redacted,redacted,redacted,670267,redacted,PSC 041 001 WQ 2023,6.5,4,20,,4,4,,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,0,0,,0,,1,,20,2,,2,20,2,2,20,1,1,0,20,0,20,0,20,4,136.25,147,131.25,138,133,0,0,0,5,939.5,250,250,82.24,82.24,60.39,60.39,685.5,685.5,91.4,91.4,91.4,91.4,5,5,33.33,33.33,33.33,33.33,0,0,,,,,940.5,940.5,87.98,87.98,79.77,79.77
redacted,redacted,redacted,938861,redacted,PSC 041 002 WQ 2023,6.5,4,19.09,20,0,0,20,2,0,20,0,0,0,0,0,6.09,0,0,0,0,0,0,20,0,20,0,,15,0,14.07,2,20,0,0,20,0.33,0,0,20,0,20,0,4,0,119,117.5,123,145,133.5,114,5,5,5,903,253.09,253.09,62.64,62.64,61.13,61.13,638,638,85.07,85.07,85.07,85.07,15,15,100,100,100,100,0,0,,,,,906.09,906.09,77.51,77.51,76.85,76.85
